,Acetivibrio,Acetoanaerobium,Acidaminococcus,Aciduliprofundum,Actinomyces,Acyrthosiphon,Adlercreutzia,Aerococcus,Aeromonas,Afipia,Agrobacterium,Akkermansia,Alicyclobacillus,Alistipes,Alloprevotella,Amycolatopsis,Anaerobium,Anaeroglobus,Anaerosporomusa,Anaerostipes,Anaerotruncus,Ascaris,Asticcacaulis,Atopobium,Azospirillum,Bacillus,Bacteroides,Barnesiella,Bifidobacterium,Bilophila,Blastopirellula,Blautia,Brachyspira,Brenneria,Burkholderia,Butyricicoccus,Butyrivibrio,Camponotus,Campylobacter,Candidatus Izimaplasma,Candidatus Solibacter,Candidatus Stoquefichus,Capnocytophaga,Catenibacterium,Catonella,Cecembia,Cellulosilyticum,Chlamydia,Chryseobacterium,Cloacibacillus,Clostridium,Collinsella,Coprobacillus,Coprobacter,Coprococcus,Corallococcus,Corynebacterium,Cryptobacterium,Dehalobacter,Desulfitobacterium,Desulfococcus,Desulfovibrio,Dialister,Dietzia,Dokdonia,Dorea,Dyadobacter,Dysgonomonas,Eggerthella,Enterobacter,Enterococcus,Enterorhabdus,Erysipelatoclostridium,Escherichia,Eubacterium,Faecalibacterium,Flavobacterium,Flavonifractor,Fusicatenibacter,Fusobacterium,Gemella,Geobacter,Gordonibacter,Granulicatella,Granulicella,Halomonas,Halopiger,Herbinix,Holdemanella,Holdemania,Hungatella,Hymenobacter,Intestinibacter,Johnsonella,Klebsiella,Kocuria,Lachnoanaerobaculum,Lachnoclostridium,Lachnospira,Lactobacillus,Lactococcus,Legionella,Leptolyngbya,Macellibacteroides,Magnetospira,Mannheimia,Marvinbryantia,Megamonas,Megasphaera,Methanobrevibacter,Methanomassiliicoccus,Mitsuokella,Moorella,Mycobacterium,Mycoplasma,Naegleria,Neisseria,Niabella,Nitrosopumilus,Nitrospira,Odoribacter,Olsenella,Oreochromis,Oribacterium,Ornithobacterium,Oryza,Oscillibacter,Ostreococcus,Oxobacter,Paenibacillus,Paludibacter,Parabacteroides,Paraprevotella,Parvimonas,Pediococcus,Pedobacter,Peptoanaerobacter,Peptoclostridium,Peptoniphilus,Peptostreptococcus,Phascolarctobacterium,Planktothrix,Pleurocapsa,Polaromonas,Porphyromonas,Prevotella,Proteiniphilum,Providencia,Pseudarthrobacter,Pseudobacteroides,Pseudoflavonifractor,Pseudoramibacter,Pyramidobacter,Raoultella,Rhizoctonia,Rhodobacter,Robinsoniella,Roseburia,Roseiflexus,Roseovarius,Ruminiclostridium,Ruminococcus,Ruthenibacterium,Sanguibacteroides,Sediminicola,Shuttleworthia,Sinorhizobium,Slackia,Solobacterium,Sporolactobacillus,Staphylococcus,Stegodyphus,Stenotrophomonas,Stomatobaculum,Streptococcus,Streptomyces,Subdoligranulum,Succinatimonas,Sulfurospirillum,Sutterella,Tannerella,Tepidanaerobacter,Tetragenococcus,Thalassiosira,Thermaerobacter,Thermoanaerobacter,Thermosulfidibacter,Thermovenabulum,Treponema,Tribonema,Turicibacter,Tyzzerella,Variovorax,Veillonella,Vibrio
Catenibacterium,1.0,1.0,1.0,1.0,0.993312035429565,1.0,1.0,1.0,1.0,0.9942151238922353,1.0,0.9738003477560878,1.0,0.9783983646193554,1.0,0.9942151238922353,1.0,1.0,1.0,0.930456996279482,0.9946626631319422,1.0,1.0,1.0,1.0,1.0,0.9708998933038397,1.0,0.9869602447574745,0.9707054105478587,1.0,0.9823431886419172,1.0,1.0,1.0,0.9903843527360915,0.9779935008843733,1.0,0.9779935008843733,1.0,1.0,0.9917429766605308,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Catonella,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cecembia,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9997900130191009,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9991846921854568,1.0,1.0,1.0,1.0,0.9998632551412218,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cellulosilyticum,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9988813453302081,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9984563047812608,1.0,1.0,1.0,1.0,0.999862808210306,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9981444960205542,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Chlamydia,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9982106258070693,1.0,0.9985609868137701,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9957251372233871,0.9996073436842133,0.9988813675133211,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Chryseobacterium,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9992212138448849,1.0,0.9989527584694409,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9991399007791398,1.0,0.9992932508746332,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cloacibacillus,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9996864380209826,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Clostridium,0.9997493848634048,1.0,1.0,1.0,0.9516545896201358,0.9996214380239271,0.963922525630058,0.9773832333938918,1.0,0.9873945261370944,1.0,0.8800433298994577,0.9999161881169681,0.8462184622394668,0.999961432855349,0.9873945261370944,0.9970940865378691,0.999723381488088,0.9990406382260462,0.9736497879576029,0.9920057120785704,1.0,0.9999268453794168,0.9981430075905436,0.9981288919494089,0.9993091301162007,0.810504736036803,0.9937507889183166,0.9093680873450138,0.9154303640827924,0.9994396236429215,0.8605875261730201,0.9906350548682692,0.9999863190463604,1.0,0.9478104497192699,0.9723051511950009,0.9970232524615583,0.9751556588905625,1.0,0.9932132789466276,0.9965428190924402,1.0,0.965573798806122,0.9977519244669132,0.9999448673131597,0.9974579744581477,0.9986010526763245,0.999412804078172,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Collinsella,1.0,1.0,1.0,1.0,0.8582029676014702,1.0,0.9399732574723132,0.954985457470802,1.0,0.9992366845416267,0.9993696557758944,0.777540472731383,1.0,0.8438431830988729,0.999080810290643,0.9992366845416267,1.0,1.0,1.0,0.9861195163971048,0.9953961014441048,1.0,1.0,0.9971813571834885,0.9992769717148559,0.9973088940487455,0.826311777717797,0.9919204292465601,0.8870907159255675,0.9334565287365576,1.0,0.9059590686047977,0.988486656218441,1.0,1.0,0.9545060311954306,0.9531697921298761,0.9843076381651003,0.9542362017708151,1.0,0.997960862915243,0.9968415379039571,1.0,0.9687704839456135,1.0,1.0,0.9977402312354035,0.997673311559511,0.9998425485641267,1.0,0.813891948751307,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Coprobacillus,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9816005532916453,1.0,0.9780109718240833,1.0,1.0,1.0,1.0,1.0,0.9868451128167772,0.9984311747550355,1.0,1.0,1.0,1.0,1.0,0.9820434853969451,0.9429713138944634,0.997367607359188,0.9720905291433062,1.0,0.9970279505071119,1.0,1.0,1.0,0.9969103945509122,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9769844871522901,1.0,1.0,1.0,1.0,1.0,1.0,0.9900353015953774,0.9857689704568532,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Coprobacter,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9995654934808162,1.0,0.9990043139179747,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9988798956177102,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9901168520711385,0.9997857408553547,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Coprococcus,0.9985616181037761,0.9987619871517947,1.0,1.0,0.9877197668424996,0.9896338289461335,0.9742172687029562,0.9970439665124149,1.0,0.9482117382740467,1.0,0.9229595953981252,0.9998361813080313,0.9103073795768762,1.0,0.9482117382740467,0.9978671082386732,0.9996402122448254,0.9968945767425528,0.963875076783761,0.9911787159462458,1.0,0.9995677005856577,0.9990746991094209,0.990767194703308,0.9969007042935564,0.8704252831217777,0.9869277231829096,0.9339083226073436,0.9412922063950607,0.9998781997787387,0.852962185013221,1.0,1.0,1.0,0.9440854358039017,0.9870161602068418,0.9998309632947924,0.9937280420468262,1.0,0.9896608546172245,0.9928740526822278,1.0,0.946763154824415,0.9920647675294667,1.0,0.9989413690872438,0.9976482858947041,1.0,1.0,0.8268671599278142,0.8904689697208445,0.9842889949664078,0.9995917782256871,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Corallococcus,1.0,1.0,1.0,1.0,0.9736423988471288,1.0,0.9736423988471288,0.9736423988471288,1.0,1.0,1.0,0.9736423988471288,1.0,0.9724639621685568,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9744457904086622,1.0,0.9710312100735132,0.9819824439001774,1.0,0.9938781700296427,1.0,1.0,1.0,0.9840370823515402,0.9736423988471288,1.0,0.9736423988471288,1.0,1.0,1.0,1.0,0.9959137904215276,1.0,1.0,0.9981444960205542,1.0,1.0,1.0,0.9683844798765411,0.9693374814685718,1.0,1.0,0.9933727132073544,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Corynebacterium,1.0,1.0,1.0,1.0,1.0,1.0,0.9561263013385196,1.0,1.0,1.0,1.0,1.0,1.0,0.9988996945833666,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9987064244043242,0.9996073436842133,0.9988813675133211,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.6856385245513519,1.0,1.0,1.0,0.988665425365108,1.0,1.0,0.9998366706738949,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cryptobacterium,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9908806117970174,1.0,0.9990587805892199,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9976626944503195,1.0,0.9870591608170785,0.9994310750091822,1.0,1.0,1.0,1.0,1.0,0.9994648628808454,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9991035776659055,0.9987159142348225,1.0,1.0,0.9990253011152433,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Dehalobacter,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9989080708113611,1.0,1.0,1.0,1.0,1.0,0.930456996279482,1.0,1.0,1.0,1.0,1.0,1.0,0.9955553961454359,1.0,1.0,0.9933568443652289,1.0,0.9999738441937778,1.0,1.0,1.0,0.9952215011930056,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.7416921356033717,1.0,1.0,1.0,1.0,1.0,1.0,0.9952442121197227,0.9975529269026951,1.0,1.0,0.9844124450205184,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Desulfitobacterium,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9996364963732881,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9998498775225616,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Desulfococcus,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9959239577517651,1.0,0.9901447649157298,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9954576970785572,1.0,0.999523531360453,0.9553615169998663,1.0,0.9999113872628416,1.0,1.0,1.0,0.9997651776609489,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9993789763211759,0.9981329600875178,0.9787696097497731,1.0,0.9983002237850291,1.0,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Desulfovibrio,1.0,1.0,1.0,1.0,0.9631504864713021,1.0,0.9725298847299759,0.9799038980838789,1.0,1.0,1.0,0.8976494103399125,0.9985701350024063,0.9131310757496437,1.0,1.0,1.0,1.0,1.0,0.9885266911510922,0.9997959537172091,1.0,1.0,0.9985247257309713,0.9981530114694024,0.9998673511922451,0.9156761062372692,0.9985868930768931,0.9514190847186292,0.8860447056480989,1.0,0.9642489869705806,0.9995809087791825,0.9998394105628274,1.0,0.96354599267309,0.9776234574054723,1.0,0.9799038980838789,1.0,0.9994903048663683,0.9972421799872653,1.0,0.9789542545478787,1.0,1.0,0.967266529329563,1.0,1.0,1.0,0.9164823736563016,0.9146948016578714,0.9979208569829723,0.9978553772319922,0.9463506995768908,0.9759150701124869,1.0,0.9995753019628584,0.9885266911510922,1.0,0.9994678731613953,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Dialister,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9853011208788571,1.0,0.9908496391415663,1.0,1.0,1.0,1.0,1.0,0.9884438318005498,1.0,1.0,1.0,1.0,1.0,1.0,0.9944407919888745,1.0,0.9989064715398508,0.9979055697751117,1.0,0.9997868900944787,1.0,1.0,1.0,0.9986741571893419,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9961101057656186,0.9952155526222031,0.9677666994536456,1.0,0.995710890465201,1.0,1.0,1.0,1.0,1.0,1.0,0.9961778858527632,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Dietzia,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9997355591344574,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9978771885970421,1.0,1.0,1.0,1.0,0.9998457594288188,1.0,1.0,1.0,0.9989856177933071,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9991767456955425,0.9995005168284921,1.0,1.0,0.9980339280587448,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Dokdonia,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9993465426415807,1.0,1.0,1.0,1.0,0.9991788534592742,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9998666971059661,0.9996925961436394,1.0,1.0,0.9992913142005289,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Dorea,0.9999779331387697,1.0,1.0,0.9955194730866255,0.9868012171570618,1.0,0.9870409593498114,0.9999702342584996,1.0,0.9973861938789869,1.0,0.9283513915085922,0.9999283098490354,0.8922663948871543,0.9998773414701165,0.9973861938789869,0.9962619164220898,1.0,1.0,0.9764522010589789,0.991165545846529,1.0,0.9990224118688864,0.9982047506030478,0.9950731200323898,0.996305229824716,0.8558821850920849,0.9877455701959021,0.9266801641321805,0.9061016251438111,0.9994301329743425,0.8923291366345069,0.9966702584779384,1.0,0.9998001345090176,0.9623348235207931,0.9963702968766549,1.0,0.9971704137997075,0.9999557610848557,0.9970431946285602,0.9815953692442615,1.0,0.9615568143592839,0.9693978042216369,0.9999398823571425,0.9988458325687323,0.9985637922996117,0.9999301408468444,1.0,0.8363147853590449,0.879891760904649,0.9814543719163354,1.0,0.807374920002713,0.9983049227771729,0.9995684968441948,0.9969665679258183,0.9925495961357601,1.0,0.998916488175512,0.9482017927542926,0.9925906921853276,0.9993889811939968,0.9995555311292308,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Dyadobacter,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9999844789994362,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9999881784022194,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Dysgonomonas,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9999092265475102,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9970043954273555,1.0,0.999717167588328,1.0,1.0,0.9950114153757817,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9999850771847576,0.999019559776315,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9996508654446437,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Eggerthella,1.0,1.0,1.0,1.0,0.972519880324955,1.0,0.9788597574966551,1.0,1.0,1.0,1.0,0.9925877203967688,1.0,0.9937644663796026,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9868484033069458,1.0,0.9892783425431533,1.0,0.9893216754340786,0.9924838776693549,1.0,0.9769313967387141,1.0,1.0,1.0,0.9957112318756367,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.97658753620101,0.9841211716765755,1.0,1.0,0.9876907695534676,1.0,1.0,1.0,1.0,1.0,1.0,0.985467322149473,1.0,1.0,1.0,0.9872443356101476,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Enterobacter,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Enterococcus,1.0,1.0,1.0,1.0,0.9919399310410133,1.0,0.9919399310410133,0.9919399310410133,1.0,1.0,1.0,0.9919399310410133,1.0,0.9919399310410133,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9919399310410133,1.0,0.9919399310410133,0.9919399310410133,1.0,0.9956055290319867,1.0,1.0,1.0,0.9919399310410133,0.9919399310410133,1.0,0.9919399310410133,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9919399310410133,0.9919399310410133,1.0,1.0,0.9970439665124148,0.9919399310410133,1.0,1.0,1.0,1.0,1.0,0.9919399310410133,1.0,1.0,1.0,0.9999702342584996,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
