,Acetivibrio,Acetoanaerobium,Acidaminococcus,Acidobacterium,Aciduliprofundum,Actinomyces,Acyrthosiphon,Adlercreutzia,Aerococcus,Aeromonas,Afipia,Agrobacterium,Akkermansia,Alistipes,Allofrancisella,Alloiococcus,Alloprevotella,Anaerobium,Anaerococcus,Anaerofustis,Anaeroglobus,Anaerosporomusa,Anaerostipes,Anaerotruncus,Arcobacter,Ascaris,Asticcacaulis,Atopobium,Azospirillum,Bacillus,Bacteroides,Barnesiella,Bifidobacterium,Bilophila,Blastopirellula,Blautia,Burkholderia,Butyricicoccus,Butyrivibrio,Camponotus,Campylobacter,Candidatus Izimaplasma,Candidatus Phytoplasma,Candidatus Solibacter,Candidatus Stoquefichus,Capnocytophaga,Catenibacterium,Catonella,Cecembia,Cellulosilyticum,Chlamydia,Chryseobacterium,Cloacibacillus,Clostridium,Collinsella,Coprobacillus,Coprobacter,Coprococcus,Corallococcus,Coriobacterium,Corynebacterium,Dehalobacter,Desulfitobacterium,Desulfosporosinus,Desulfovibrio,Devosia,Dialister,Dokdonia,Dorea,Dyadobacter,Dysgonomonas,Eggerthella,Enterobacter,Enterococcus,Enterorhabdus,Erysipelatoclostridium,Eubacterium,Faecalibacterium,Flavobacterium,Flavonifractor,Fusicatenibacter,Fusobacterium,Gemella,Gemmatimonas,Geobacillus,Gordonibacter,Granulicatella,Granulicella,Haematobacter,Halomonas,Helicobacter,Herbinix,Holdemanella,Holdemania,Hungatella,Intestinibacter,Johnsonella,Klebsiella,Lachnoanaerobaculum,Lachnoclostridium,Lachnospira,Lactobacillus,Lactococcus,Leptolyngbya,Macellibacteroides,Mageeibacillus,Marvinbryantia,Megamonas,Megasphaera,Methanobrevibacter,Methanomassiliicoccus,Mitsuokella,Mogibacterium,Moorella,Mycobacterium,Mycoplasma,Naegleria,Nitrosopumilus,Odoribacter,Oenococcus,Olsenella,Oribacterium,Oryctes,Oryza,Oscillibacter,Ostreococcus,Paludibacter,Parabacteroides,Paraclostridium,Paraprevotella,Parvimonas,Pedobacter,Peptoanaerobacter,Peptoclostridium,Peptoniphilus,Peptostreptococcus,Phascolarctobacterium,Pirellula,Planktothrix,Polaromonas,Porphyromonas,Prevotella,Proteiniphilum,Pseudarthrobacter,Pseudoflavonifractor,Pseudoramibacter,Pyramidobacter,Raoultella,Rhodobacter,Robinsoniella,Roseburia,Roseiflexus,Roseovarius,Ruminiclostridium,Ruminococcus,Ruthenibacterium,Sanguibacteroides,Selenomonas,Shuttleworthia,Slackia,Smithella,Solobacterium,Staphylococcus,Stenotrophomonas,Stomatobaculum,Streptococcus,Streptomyces,Subdoligranulum,Succinatimonas,Sulfurospirillum,Sutterella,Tannerella,Tepidanaerobacter,Tetragenococcus,Thalassiosira,Thermaerobacter,Thermoanaerobacter,Thermoanaerobacterium,Thermovenabulum,Treponema,Tumebacillus,Tyzzerella,Variovorax,Veillonella,Vibrio,Virgibacillus
Capnocytophaga,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9996597836310043,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Catenibacterium,1.0,1.0,1.0,1.0,1.0,0.9661972893539492,1.0,1.0,0.9668389043982432,1.0,0.9940333628890519,1.0,0.9977069857635494,0.9486333709926009,1.0,1.0,0.9948512353963304,1.0,1.0,0.9668389043982432,1.0,1.0,0.8911513441110189,0.963716164727574,1.0,1.0,1.0,1.0,1.0,0.9930952354009932,0.9463132202905313,0.9939885506541992,0.987405399020724,0.9883104324798901,1.0,0.9760056451599562,1.0,0.9217460356952196,1.0,1.0,0.9668389043982432,1.0,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Catonella,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9853665446077817,1.0,1.0,0.9972396455871437,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9853665446077817,0.9853665446077817,1.0,1.0,1.0,1.0,1.0,1.0,0.9959401787262591,1.0,1.0,1.0,1.0,0.9853665446077817,1.0,0.9923477052965801,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9940333628890519,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cecembia,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9992464952915747,1.0,1.0,1.0,1.0,0.9998227262383824,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cellulosilyticum,1.0,1.0,1.0,1.0,1.0,0.9713055978683277,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9976163658939208,1.0,1.0,1.0,1.0,0.4182585086783672,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9902490913685424,1.0,0.997827543248717,0.9962506872981597,1.0,0.9187501059102812,1.0,0.9981496366144526,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Chlamydia,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9970250272373001,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9987064312566253,0.997564523033763,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Chryseobacterium,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9999649018710969,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cloacibacillus,1.0,1.0,1.0,1.0,1.0,0.9847333246635506,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9999094043019456,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.999680912744173,1.0,1.0,1.0,1.0,1.0,1.0,0.9999878299281645,1.0,1.0,1.0,1.0,1.0,1.0,0.9975145731964851,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Clostridium,1.0,1.0,0.9999750628673053,0.9989268867374042,1.0,0.9367923906688707,0.9997075936603523,0.9950905552794788,0.9951169866674898,1.0,0.9945929876094437,1.0,0.9674427691486155,0.9244346771387766,0.9978946533336436,0.993742531803395,0.9996530820603212,0.9901737690702084,0.9845390289493473,0.9861853927598891,0.9989157995898228,0.9995810905388116,0.971491311461762,0.9512193254556076,0.9995556672114373,1.0,0.9995737657138255,0.9822558668630309,0.9967680947447307,0.9940535765090724,0.8409908912796056,0.9847834482544344,0.9507126528723713,0.9429036719275984,0.9999650648147806,0.9074885472405143,0.9997953338919496,0.9097958638124016,0.992099346135421,0.999429346137016,0.9939405941947858,1.0,0.999784163706652,0.9960400324127309,0.9801939251809002,1.0,0.9525747982699339,0.9945214642522482,0.999796371567316,0.9839911971280734,0.9999643518417417,0.9999781916807293,0.9998012967362513,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Collinsella,1.0,1.0,1.0,1.0,1.0,0.8241589540381307,1.0,1.0,0.9965606958239707,1.0,0.999798614394416,1.0,0.988927946339568,0.9648003853122671,1.0,0.999439379265136,0.999984053381339,1.0,0.9994304413118451,0.9968103795028848,1.0,1.0,0.9815108884827747,0.9578018861485577,1.0,1.0,0.999736751248609,0.9795593020604321,1.0,1.0,0.9262803804243246,0.9978879723499413,0.9701503808346953,0.9245862937642187,1.0,0.9726407182748197,1.0,0.9309364674773084,0.9977719325586419,0.9996057103479434,0.9958971810171504,1.0,0.9964991871482379,0.9997178205337722,0.9427131215833352,1.0,0.9771498574711255,0.999798614394416,0.9951401225000288,0.9940009475990707,0.9995560716797895,1.0,0.9974021109203648,0.8705540441662938,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Coprobacillus,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9945573031917738,0.988528106441611,0.9839910999622006,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9995623115953732,0.9978584814151757,1.0,1.0,1.0,1.0,1.0,1.0,0.9835494953326086,0.9594006064613342,0.993999007164307,0.9929310348413896,1.0,0.98593309128616,1.0,0.9958887364103521,1.0,1.0,1.0,1.0,1.0,0.9753270129245645,1.0,1.0,0.9880065811851511,1.0,1.0,1.0,1.0,1.0,1.0,0.9846767894775327,0.9976047851656255,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Coprobacter,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Coprococcus,1.0,0.999344150437898,1.0,0.9992912717751528,1.0,0.9399532171014103,0.99737898275355,0.9978363442195487,0.9733891748853419,1.0,0.9846064536019599,1.0,0.9793122258828413,0.9132426551667119,1.0,0.998617572481257,0.9972902698591742,0.9851285479490737,0.9941652734265931,0.9752849941044599,0.999748090203492,0.9979470211859954,0.9507928455289256,0.9444219747695846,1.0,1.0,0.9985461079762782,0.9931346925438503,0.9984956034838995,0.9962949247097814,0.8487253802380267,0.9853100219978814,0.9381139604478813,0.938335818403168,0.9997803861790586,0.905738950874723,1.0,0.8862505665063535,0.9829114713470726,0.9993155507652641,0.9676271077159566,1.0,0.9993368966271593,0.9985585863438358,0.9915410055405514,0.999904200967053,0.9280898709122568,0.9795580731896119,1.0,0.9937521008793901,1.0,1.0,1.0,0.8108194802506331,0.9242483350742862,0.9792864866825408,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Corallococcus,1.0,1.0,1.0,1.0,1.0,0.9991449865824702,1.0,1.0,0.9991449865824702,1.0,1.0,1.0,0.9991449865824702,0.9985614053078082,1.0,1.0,1.0,1.0,1.0,0.9991449865824702,1.0,1.0,1.0,0.9991449865824702,1.0,1.0,1.0,1.0,1.0,1.0,0.997351594922398,1.0,0.9973955806302952,0.9969344406732733,1.0,0.9962964260504026,1.0,0.9969762236330096,1.0,1.0,0.9991449865824702,1.0,1.0,1.0,1.0,1.0,0.9991449865824702,1.0,1.0,1.0,1.0,1.0,1.0,0.994846585862582,0.9978285781949473,1.0,1.0,0.9977349091981577,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Coriobacterium,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9998637404374393,1.0,0.9948397553777919,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9996941505278367,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Corynebacterium,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.8723249991503438,1.0,1.0,1.0,1.0,1.0,0.9970250272373001,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9987064312566253,0.997564523033763,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.995740656940582,1.0,1.0,0.9999643518417417,0.9995560716797895,1.0,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Dehalobacter,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9950990780639482,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.8983964319582917,0.9761099001683903,1.0,1.0,1.0,1.0,1.0,1.0,0.9934449280447316,1.0,1.0,0.9982888384405262,1.0,0.9980387348406768,1.0,0.9627393846114831,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.8388434433663122,1.0,1.0,1.0,1.0,1.0,1.0,0.9839288577323584,0.9844245762675367,1.0,1.0,0.9860584912868616,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Desulfitobacterium,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9998856363293096,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Desulfosporosinus,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9992679122530237,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9999896711885854,1.0,1.0,1.0,1.0,0.9996151740300677,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Desulfovibrio,1.0,1.0,1.0,1.0,1.0,0.9769512785201331,1.0,1.0,1.0,1.0,1.0,1.0,0.9801652314436512,0.9907648175753292,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.999680912744173,1.0,1.0,1.0,1.0,0.994110964598963,1.0,0.9859571137595879,1.0,0.9947012558948051,0.9863156449322089,1.0,0.9854677651603051,1.0,0.9926618089876843,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9860445214820633,1.0,1.0,0.9934228495543549,1.0,1.0,0.9890348073251795,0.9832256299910849,0.985310680955792,0.9981803817120785,1.0,0.9735100138834261,1.0,1.0,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Devosia,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Dialister,1.0,1.0,1.0,1.0,1.0,0.9266938433273619,1.0,1.0,0.8908154800863816,1.0,1.0,1.0,0.993325836902668,0.9584336592226093,1.0,1.0,1.0,1.0,1.0,0.8634718831720485,1.0,1.0,1.0,0.9979504190502382,1.0,1.0,1.0,1.0,1.0,1.0,0.9737568939625275,0.9979920886137901,0.9932118048705336,0.9964838646264226,1.0,0.9933164430585297,1.0,0.9769105895364781,1.0,1.0,0.9427172189551011,1.0,1.0,1.0,1.0,1.0,0.9668389043982432,1.0,1.0,1.0,1.0,1.0,1.0,0.9924481988163286,0.9968103795028848,1.0,1.0,0.974422682355202,0.9991449865824702,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Dokdonia,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9992876887273799,1.0,1.0,1.0,1.0,0.9999860034861652,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9998518539864681,1.0,1.0,1.0,0.9994810567272185,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Dorea,1.0,1.0,1.0,1.0,0.9961144784382752,0.9798384507192919,1.0,0.9587922497556022,0.9995693622128762,1.0,0.9994417598873934,1.0,0.9812340499310579,0.9367881943853195,0.999806839317195,0.972119934917422,0.9965730575263672,0.9987761460448914,0.9985211275899115,0.9998242283155189,1.0,1.0,0.9715417449630749,0.9833352699958559,1.0,1.0,0.9949705020570638,0.998056142772852,0.9983762566263688,0.9851521421081577,0.9054321334642296,0.9929013578397355,0.963226888111435,0.9212318732598166,0.9996703625795146,0.9401536688490326,1.0,0.9565882315314631,0.9957845375919869,0.9997648405658351,0.9952005722100925,0.9995698206151333,1.0,0.9999141655040112,0.9762372922654277,1.0,0.9287213293461395,0.9903614982614494,0.9999309248720974,0.9985211275899115,0.9999606689979257,1.0,1.0,0.8762735199082774,0.9204468214696389,0.994579278141815,1.0,0.8388138963937027,0.999240518335594,1.0,0.9999606689979257,0.9919273885194132,1.0,1.0,0.952190208934274,1.0,0.9997811210553387,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Dyadobacter,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.999976256155965,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9992865190788158,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Dysgonomonas,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9998961299813478,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9993082917752871,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Eggerthella,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9955793231314165,0.9962045078100041,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9806218338561208,1.0,0.9975956234786397,0.9958881353592955,0.9984150160263808,1.0,1.0,0.9995490182290869,1.0,0.9983312384888213,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9855725259388898,0.9993679996034244,0.9958881353592957,1.0,0.9943713322752807,1.0,1.0,1.0,1.0,1.0,1.0,0.994110964598963,1.0,1.0,1.0,0.9871793015249926,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Enterobacter,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Enterococcus,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9822527866862214,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
