,Acetivibrio,Acetoanaerobium,Acidaminococcus,Acidimicrobium,Acidobacterium,Aciduliprofundum,Actinomyces,Acyrthosiphon,Adlercreutzia,Aerococcus,Afipia,Akkermansia,Alistipes,Alkaliphilus,Alloprevotella,Amycolatopsis,Anaerobium,Anaerococcus,Anaerofustis,Anaeroglobus,Anaerosporomusa,Anaerostipes,Anaerotruncus,Anaerovibrio,Arcobacter,Ascaris,Asticcacaulis,Atopobium,Azospirillum,Bacillus,Bacteroides,Barnesiella,Bifidobacterium,Bilophila,Blastopirellula,Blautia,Brachyspira,Brenneria,Burkholderia,Butyricicoccus,Butyrivibrio,Camponotus,Campylobacter,Candidatus Adiutrix,Candidatus Izimaplasma,Candidatus Solibacter,Capnocytophaga,Catabacter,Catenibacterium,Catonella,Cecembia,Cellulosilyticum,Chryseobacterium,Cloacibacillus,Clostridium,Collinsella,Coprobacillus,Coprobacter,Coprococcus,Corallococcus,Corynebacterium,Cryptobacterium,Dehalobacter,Desulfitobacterium,Desulfosporosinus,Desulfovibrio,Devosia,Dialister,Dietzia,Dorea,Dyadobacter,Dysgonomonas,Eggerthella,Enterobacter,Enterococcus,Enterorhabdus,Erysipelatoclostridium,Ethanoligenens,Eubacterium,Faecalibacterium,Flavobacterium,Flavonifractor,Fusicatenibacter,Fusobacterium,Gemella,Gemmatimonas,Geobacter,Gordonibacter,Granulicatella,Granulicella,Halomonas,Halopiger,Helicobacter,Herbinix,Holdemanella,Holdemania,Hungatella,Hymenobacter,Hyphomicrobium,Intestinibacter,Johnsonella,Kandleria,Klebsiella,Kocuria,Lachnoanaerobaculum,Lachnoclostridium,Lachnospira,Lactobacillus,Lactococcus,Leptolyngbya,Macellibacteroides,Magnetospira,Mannheimia,Marvinbryantia,Megamonas,Megasphaera,Mesorhizobium,Methanobrevibacter,Methanomassiliicoccus,Mitsuokella,Mogibacterium,Moorella,Mycobacterium,Mycoplasma,Naegleria,Niabella,Nitrosopumilus,Nitrospira,Odoribacter,Olsenella,Oreochromis,Oribacterium,Ornithobacterium,Oryza,Oscillibacter,Ostreococcus,Oxalobacter,Paenibacillus,Paludibacter,Parabacteroides,Paraprevotella,Parasutterella,Parvimonas,Pedobacter,Peptoanaerobacter,Peptoclostridium,Peptoniphilus,Peptostreptococcus,Phascolarctobacterium,Pirellula,Planktothrix,Pleurocapsa,Polaromonas,Porphyromonas,Prevotella,Proteiniphilum,Proteus,Providencia,Pseudarthrobacter,Pseudobacteroides,Pseudoflavonifractor,Pseudoramibacter,Pseudoxanthomonas,Pyramidobacter,Rhizobium,Rhodobacter,Robinsoniella,Roseburia,Roseiflexus,Roseivirga,Roseovarius,Ruminiclostridium,Ruminococcus,Ruthenibacterium,Sanguibacteroides,Schistocephalus,Sediminicola,Shuttleworthia,Simiduia,Sinorhizobium,Slackia,Smithella,Solobacterium,Sporolactobacillus,Staphylococcus,Stegodyphus,Stenotrophomonas,Stigmatella,Stomatobaculum,Streptococcus,Streptomyces,Subdoligranulum,Succinatimonas,Sulfurospirillum,Sutterella,Tannerella,Terrisporobacter,Tetragenococcus,Thalassiosira,Thermaerobacter,Thermoanaerobacter,Thermosulfidibacter,Thermovenabulum,Treponema,Turicibacter,Tyzzerella,Varibaculum,Variovorax,Veillonella,Vibrio,Waddlia,Weeksella
Odoribacter,1.0,1.0,0.9985660969185193,1.0,0.9993538439772205,0.9994195216907159,0.9520995070416469,1.0,0.9285831613716797,0.9575206880972608,0.9887695424458968,0.8824294119172049,0.7286930649864118,1.0,1.0,0.9887695424458968,0.9967177355431476,0.9914220934807229,0.9987833864754837,1.0,0.9996582524883926,0.9813618961048821,0.994799721557101,0.998263832709874,1.0,0.9978604005408876,1.0,1.0,0.9996265317822612,0.9997144656550803,0.7908795389264496,0.96901955480779,0.8620839684227409,0.8936329621359328,1.0,0.9084179583561482,0.9823340748373692,1.0,1.0,0.9052570465619549,0.9962217892089105,1.0,0.9575206880972608,0.9914220934807229,1.0,1.0,1.0,0.9834291129631367,0.9560524093711835,1.0,1.0,0.9914220934807229,1.0,0.952937862762077,0.8749698827861127,0.8371720548149844,1.0,1.0,0.9048719617062265,0.9556337463593865,0.9956804656649992,1.0,0.998877112947141,0.9997755951727517,1.0,0.98014584695914,1.0,0.9908887516482071,1.0,0.9188324599881021,1.0,1.0,0.9896078921752287,1.0,0.9575206880972608,0.9575206880972608,1.0,1.0,0.9288317836604354,0.8734634604322133,0.9971505695365822,0.9568346146719626,0.9789287672024415,1.0,0.9987833864754837,0.9971505695365822,0.9996514576637983,0.9150615548108407,0.9998331439776095,1.0,1.0,1.0,0.952937862762077,0.9562705553030224,0.9855246964438276,0.9853742375748277,0.988347170800617,0.9998103583273594,1.0,0.9573393538412025,1.0,1.0,1.0,1.0,1.0,0.9518128075932328,0.9575206880972608,0.9363517436811987,0.9575206880972608,1.0,0.9951275734085454,1.0,1.0,0.9851634446740529,1.0,1.0,0.9834291129631367,0.9979449873293487,1.0,1.0,0.9575206880972608,0.9834291129631367,0.9575206880972608,0.9785664251427382,0.9997221837251501,1.0,0.9887695424458968,0.9998691746056967,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Olsenella,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9920152003186478,1.0,0.9983052328586597,0.9975798393993605,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9964325498955819,1.0,0.997912797513715,0.9859234267451703,1.0,0.9991184810717624,1.0,1.0,1.0,0.9997097507325019,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9968897596817957,0.9974394824762066,1.0,1.0,0.999138118575353,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9995288162372634,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.995792291412443,0.9971834356905156,1.0,1.0,0.9939721788275157,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9888330629610327,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9893080233421222,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Oreochromis,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9972450166775574,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.998405664406004,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9992587298392535,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9988167638462521,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Oribacterium,1.0,1.0,0.9890205788626244,1.0,1.0,1.0,0.9969890591885395,1.0,0.99681693926681,1.0,1.0,0.9860842428646667,0.9862003685701954,1.0,1.0,1.0,1.0,0.8229230194758523,1.0,1.0,1.0,1.0,0.9970636218914635,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9877829187535445,1.0,0.9623077007389695,0.993497320567079,1.0,0.944286101796358,0.921873752253005,1.0,1.0,0.9842157251243632,1.0,1.0,1.0,0.8229230194758523,1.0,1.0,1.0,1.0,0.9917367226183756,1.0,1.0,0.8229230194758523,1.0,1.0,0.973922720748394,0.9888177236460483,1.0,1.0,0.9950105760469026,1.0,1.0,1.0,1.0,1.0,1.0,0.9851078167274531,1.0,1.0,1.0,0.9790502209750187,1.0,1.0,0.8229230194758523,1.0,1.0,1.0,1.0,0.9586204223783464,0.9997805737368761,0.9782296018268939,1.0,0.988145282774136,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9939204522740874,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9937980945965751,1.0,0.9904789381715138,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9734490715699775,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ornithobacterium,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9995638752085629,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9994050774206138,1.0,1.0,0.9996833934558359,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9999903087258014,0.9996900699971382,1.0,1.0,0.9995183734264387,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.999879428361283,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9996614813353715,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9997969512815346,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Oryza,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9999456309185256,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9999308905764613,1.0,0.9993786189244194,0.9999269340776333,1.0,0.9994646352870077,1.0,1.0,1.0,0.9996258821194428,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9985905411784528,0.9978535308346778,1.0,1.0,0.9982873931888757,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9872640561403034,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9989845505885034,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9997538325930372,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Oscillibacter,1.0,0.999635666277252,0.9988833174947199,1.0,1.0,0.9983752479509179,0.9753462183917166,0.9771039243114765,0.9705312498021892,0.9912189606148085,0.9585047912005574,0.9382885495603146,0.9057941935621852,1.0,1.0,0.9585047912005574,1.0,0.9876396068460062,0.972033546266962,0.9977313866883425,1.0,0.8788346626685096,0.9917437059959192,0.9794241755276595,1.0,0.9997886013025599,1.0,0.9997462490063763,1.0,1.0,0.917823606374879,0.9951510081755252,0.9245909376411926,0.9340857222658776,0.9991264870482395,0.8898926365517044,0.9988910703033179,1.0,1.0,0.8686995862902331,0.9875901688105064,0.9937340191033683,0.9900596148210538,0.9876396068460062,1.0,1.0,1.0,0.9924748449139702,0.9264379697944518,1.0,1.0,0.9876396068460062,0.999357118063741,0.9936083404585478,0.8609343898912583,0.8850148401300695,0.9945302224566691,1.0,0.8542961236263429,0.9868185544519003,0.9998670070108155,1.0,0.9753916023396031,1.0,1.0,0.9393848554758186,1.0,0.993797896834237,1.0,0.931575134706716,1.0,1.0,0.9853566021771736,1.0,0.9912701674267579,0.9912701674267579,0.9979634591327626,1.0,0.9529320361775299,0.7788511905357058,1.0,0.948687442180546,0.922881544190814,1.0,0.9994057439852236,1.0,0.9988916255962952,0.9847660616248958,1.0,1.0,0.9991264870482395,1.0,0.9936083404585478,0.9800759385847754,0.9689776568917657,0.971355711144111,0.9925601237749728,1.0,1.0,0.9912701674267579,1.0,1.0,1.0,0.999357118063741,0.9999375222103678,0.8647028889427956,0.9912701674267579,0.9864450099405616,0.9912701674267579,0.9940180461694078,1.0,1.0,0.9771039243114765,0.957214269181165,1.0,1.0,0.9924748449139702,0.9971084548039973,1.0,1.0,0.9912701674267579,0.9924748449139702,0.9910518072978082,0.9917287758105765,1.0,1.0,0.9585047912005574,0.9995271388034319,0.9123369858817459,0.9999496756913393,1.0,0.9865030785355638,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ostreococcus,1.0,1.0,1.0,1.0,1.0,1.0,0.8923543165085532,1.0,1.0,1.0,1.0,0.9208122830696253,0.9905571571800719,1.0,1.0,1.0,1.0,1.0,0.4677353836618633,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9902606910622324,1.0,0.979191137708927,0.9997166331258195,1.0,0.9989547281946562,1.0,1.0,1.0,0.9977471921842983,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9819023916251868,1.0,1.0,1.0,1.0,1.0,0.9925766802730421,0.9699857464955065,1.0,1.0,0.993197107993808,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9994137890842588,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9593509014464299,0.9854565960049354,1.0,0.9963174574018169,1.0,1.0,0.9143497022996668,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9927132251631001,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9987833864754837,1.0,1.0,1.0,1.0,1.0,0.9994057439852236,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Oxalobacter,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Paenibacillus,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.999324644962397,1.0,1.0,1.0,0.9999279021033997,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9999498623436562,1.0,1.0,0.9977880335368252,1.0,0.9978730956574399,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9969050733848552,0.9999204967741756,1.0,1.0,0.9979939146481338,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.998827427116523,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9993035488258799,1.0,0.9997259939457321,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9987970886932179,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9993866483663609,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Paludibacter,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.999419538790313,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9970766282529968,1.0,0.9993592345646388,1.0,1.0,0.9965826951053279,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9999025884827143,0.9980651340268865,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9949045485486235,1.0,0.8766723259762309,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9989335299134271,1.0,1.0,0.9962520609253509,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9960354601639897,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Parabacteroides,1.0,1.0,1.0,1.0,1.0,0.999637400562915,0.9790198902624685,1.0,0.9744201684799563,0.9999001461430029,0.9975068394648994,0.9576719551429735,0.8694461744979276,1.0,0.9925933411190261,0.9975068394648994,1.0,0.9945360606890112,0.9999898667725852,1.0,0.9998689873261684,0.9708753796963663,0.9900361389659814,1.0,1.0,0.9993582818992195,1.0,0.9981382247392935,1.0,1.0,0.8623890451640627,0.954098388924417,0.9408615298229387,0.9673897280798611,1.0,0.9626124413356045,0.9993786828170064,0.9999554546207937,1.0,0.96476578035659,0.9978522718171094,1.0,1.0,0.9945360606890112,1.0,1.0,1.0,0.999322820522476,0.9751561320623348,1.0,0.9989550755056716,0.994382451672773,0.9998350148691738,0.9872956539279119,0.9217402972375184,0.9011243369324559,0.9970082425124926,1.0,0.9196827926974851,1.0,0.999009630387642,0.9999124150165501,0.9837029260721887,1.0,0.999224636146414,0.9694629470595635,1.0,0.9941571086788169,0.9999124150165501,0.9127371783586492,1.0,0.9995975320494016,0.9945360606890112,1.0,1.0,1.0,0.9980217405787055,1.0,0.9735050331215752,0.9133036498605067,0.998074017447158,0.9874002149140876,0.9613812497623743,1.0,0.9999898667725852,0.998074017447158,1.0,0.9872956539279119,1.0,0.9998134839854437,1.0,0.9994092134370628,0.9872956539279119,0.9977595279263297,0.9919179037648408,0.9812316591826604,0.983165485212372,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9576812322724126,1.0,0.9950714994818125,1.0,1.0,0.9483550201002843,1.0,1.0,0.9975068394648994,1.0,0.9997474009816341,0.999322820522476,1.0,1.0,0.9994092134370628,1.0,0.999322820522476,0.9948630891108152,0.9974179223842814,0.9999850103367973,0.9925933411190261,0.9975068394648994,0.9999783285825932,0.923553559351713,0.9999001461430029,0.9973923307928375,0.9939079331456676,1.0,1.0,0.9457788294500432,0.9999898667725852,1.0,0.9999721291906531,0.9993880481374893,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Paraprevotella,1.0,1.0,1.0,1.0,1.0,1.0,0.9749227018142784,1.0,0.9205638057382454,0.8521524110692658,1.0,0.9590376338554938,0.972805625666389,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9775079500011208,1.0,0.9757205850638533,0.980406004641766,1.0,0.9897906607042243,1.0,0.9990472741540942,1.0,0.9632616635551174,0.9982605569232101,1.0,0.8521524110692658,1.0,1.0,1.0,1.0,1.0,0.9847012596475583,1.0,1.0,1.0,1.0,1.0,0.979466024669141,0.9464132160176566,1.0,1.0,0.9872366426244572,0.9213911733008352,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9933974749825886,1.0,0.9694282878394879,1.0,1.0,0.8521524110692658,0.8521524110692658,1.0,1.0,0.9938389636941477,0.9782809871228935,1.0,0.9954950625751615,0.9962520609253509,1.0,1.0,1.0,1.0,0.9655080949979202,1.0,1.0,1.0,1.0,1.0,0.8521524110692656,0.9953201959399464,0.9898616806976052,0.994857376066449,1.0,1.0,0.8521524110692658,1.0,1.0,1.0,1.0,1.0,0.9957062515715969,0.8521524110692658,0.8521524110692658,0.8521524110692658,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9987261952022295,1.0,1.0,0.8521524110692658,1.0,0.8521524110692658,1.0,1.0,1.0,1.0,1.0,0.9557900388730441,1.0,1.0,1.0,1.0,1.0,0.9900059373054277,1.0,1.0,1.0,0.9694282878394879,0.9990098929919725,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Parasutterella,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9833525953472604,1.0,1.0,1.0,0.9990278878747725,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9985203706248954,1.0,0.9934001293275702,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9997371550035087,1.0,1.0,1.0,0.998985465068105,1.0,1.0,1.0,1.0,1.0,1.0,0.9996785452932855,1.0,1.0,1.0,0.9973038978067759,1.0,1.0,0.9568353616139983,1.0,1.0,1.0,1.0,1.0,0.9999320725278256,0.9995964527052325,1.0,1.0,0.9924853640732,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.7120923569532064,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9998876126711493,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9753742633967818,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9889348761498075,1.0,1.0,1.0,1.0,1.0,0.9998837929322224,1.0,1.0,1.0,1.0,0.999945445741087,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Parvimonas,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9999904564341024,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9999735665401063,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Pedobacter,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9999989180517999,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
